Movie Name,Language,IMDb Rating,Year of Release,Maturity Rating,hours,minutes,duration
1971 beyond borders,Malayalam,5.4,2017.0,All,2,14,2-3 hrs
Kal Hamara Hai,Hindi,6.7,,NR,2,7,2-3 hrs
U Turn (Tamil),Tamil,7.0,2018.0,13+,2,6,2-3 hrs
Anbe sivam,Tamil,8.7,2003.0,All,2,40,2-3 hrs
Abelay Garam Bhat,Bengali,,2008.0,NR,1,55,1-2 hrs
The Mummy Returns,English,6.4,2001.0,18+,2,9,2-3 hrs
Kichu Na Bola Kotha,Bengali,,2017.0,13+,1,51,1-2 hrs
Padi Padi Leche Manasu,Telugu,6.4,2018.0,13+,2,32,2-3 hrs
Sabar Oparey,Bengali,,,NR,2,30,2-3 hrs
Stonehearst Asylum,English,6.8,2014.0,13+,1,48,1-2 hrs
Tere Naam,Hindi,7.1,2003.0,NR,2,16,2-3 hrs
Ilzaam,Hindi,6.0,1986.0,All,2,26,2-3 hrs
Mangalam Nerunnu,Malayalam,5.8,1984.0,NR,2,36,2-3 hrs
Last Flag Flying,English,6.9,2017.0,18+,2,4,2-3 hrs
Jeevana Chakra,Kannada,7.7,1985.0,NR,2,24,2-3 hrs
Ek Ajnabee,Hindi,5.2,2005.0,13+,2,17,2-3 hrs
Salt,English,6.4,2010.0,13+,1,40,1-2 hrs
L Board,Telugu,,2010.0,NR,1,31,1-2 hrs
Blitz,Hindi,6.2,2011.0,18+,1,33,1-2 hrs
Jatt Vs Ielts,Punjabi,5.7,2018.0,All,2,22,2-3 hrs
Shapath,Bengali,5.5,2017.0,13+,2,8,2-3 hrs
Nota,Tamil,6.4,2018.0,All,2,25,2-3 hrs
Power,Bengali,8.1,2017.0,13+,2,36,2-3 hrs
Oh Yaara Ainvayi Ainvayi Lut Gaya,Punjabi,3.8,2015.0,All,2,3,2-3 hrs
Gol Maal,Hindi,8.6,1979.0,All,2,17,2-3 hrs
Kali Aamar Maa,Bengali,,1999.0,NR,2,29,2-3 hrs
Rubberband,Bengali,6.1,2018.0,13+,0,30,30-60 mins
Owino,English,7.6,2019.0,13+,1,12,1-2 hrs
Ek Aur Sikandar,Hindi,,1986.0,NR,2,19,2-3 hrs
Elar Char Adhyay,Bengali,5.5,2012.0,13+,1,44,1-2 hrs
Madirasi,Malayalam,,2012.0,NR,2,25,2-3 hrs
Vijayadashami,Telugu,6.2,2007.0,13+,2,45,2-3 hrs
Ishtam,Malayalam,6.9,2001.0,NR,2,33,2-3 hrs
The Meg,English,5.6,2018.0,13+,1,53,1-2 hrs
Big in Japan,English,6.5,2019.0,13+,0,55,30-60 mins
Appatlo Okadundevadu,Telugu,7.8,2016.0,13+,2,3,2-3 hrs
Prabhanjanam,Telugu,,2014.0,13+,2,22,2-3 hrs
Gammathu Gudacharulu,Telugu,,1993.0,NR,2,12,2-3 hrs
LONDON LOCKDOWN,English,,2020.0,13+,0,52,30-60 mins
Mr. Family Man,Tamil,6.8,2020.0,16+,0,55,30-60 mins
Neranja Manasu,Tamil,2.9,2004.0,All,2,39,2-3 hrs
Sawaal,Hindi,6.1,1982.0,7+,2,9,2-3 hrs
Ninu Veedani Needanu Nene,Telugu,,2019.0,13+,2,3,2-3 hrs
Hrudayat Something Something,Marathi,5.0,2018.0,13+,2,4,2-3 hrs
The Whole Wide World (Restored),English,7.0,1996.0,16+,1,51,1-2 hrs
The Grudge,Hindi,4.3,2019.0,18+,1,33,1-2 hrs
Pistha,Tamil,7.0,1997.0,All,2,32,2-3 hrs
Nabangsha,Bengali,,2017.0,13+,2,4,2-3 hrs
Bhombal Sardar,Bengali,,1983.0,All,1,9,1-2 hrs
English Pellam East Godawari Mogudu,Telugu,7.2,1999.0,NR,2,7,2-3 hrs
Do Bachche Dus Haath,Hindi,,1972.0,NR,2,4,2-3 hrs
Family Nu Fruit Salad,Gujarati,,2016.0,All,2,9,2-3 hrs
Family Katta,Marathi,7.5,2016.0,All,2,4,2-3 hrs
Padma Golap,Bengali,,,NR,1,34,1-2 hrs
Trou De Fer - The Iron Hole,English,,2020.0,13+,0,54,30-60 mins
Annayya,Kannada,6.6,1993.0,NR,2,27,2-3 hrs
John Wick: Chapter 2,English,7.5,2017.0,18+,2,2,2-3 hrs
Fences,English,7.2,2016.0,All,2,18,2-3 hrs
Twister,English,6.4,1996.0,13+,1,53,1-2 hrs
Lal Pan Bibi,Bengali,5.3,2017.0,13+,2,52,2-3 hrs
Sweater,Bengali,7.3,2019.0,13+,1,56,1-2 hrs
Listen to Britain,English,6.6,,7+,0,18,<30 mins
Kannezhuthi Pottum Thottu,Malayalam,7.1,1999.0,18+,2,9,2-3 hrs
Bipasha,Bengali,7.6,,NR,1,59,1-2 hrs
Maayai,Tamil,,2013.0,NR,1,46,1-2 hrs
Soorarai Pottru (Kannada),Kannada,8.6,2020.0,16+,2,29,2-3 hrs
Quebec Winter Carnival,English,,2019.0,13+,0,44,30-60 mins
Khatarnak,Marathi,6.3,2000.0,13+,2,21,2-3 hrs
Gorintaku,Telugu,5.1,1979.0,NR,2,15,2-3 hrs
Final Destination 5,Hindi,5.8,2011.0,18+,1,31,1-2 hrs
Race,English,7.1,2016.0,13+,2,9,2-3 hrs
Dennis the Menace: Dennis the Movie Star,English,,1987.0,7+,1,5,1-2 hrs
Thazhuvatha Kaigal,Tamil,,1986.0,NR,2,11,2-3 hrs
Vampire Academy,English,5.5,2014.0,18+,1,44,1-2 hrs
The Whistleblower,Hindi,7.1,2011.0,18+,1,47,1-2 hrs
DEADLY BLESSING,English,,1981.0,18+,1,42,1-2 hrs
Olympus Has Fallen,Hindi,6.5,2013.0,18+,1,54,1-2 hrs
Shaadi Teri Bajayenge Hum Band,Hindi,4.9,2018.0,13+,2,8,2-3 hrs
Zelya,Marathi,8.3,2018.0,All,1,26,1-2 hrs
Ebong Bisarjan,Bengali,6.3,2012.0,13+,1,40,1-2 hrs
Romeo & Radhika,Gujarati,6.1,2016.0,13+,2,35,2-3 hrs
On the Yeti Trail,English,5.3,2014.0,13+,0,53,30-60 mins
Underworld Evolution,English,6.7,2006.0,18+,1,46,1-2 hrs
Chowranghee,Bengali,,,NR,2,37,2-3 hrs
Taqdeer,Hindi,8.7,,NR,2,18,2-3 hrs
Kasauti,Hindi,,1974.0,NR,2,22,2-3 hrs
Rokto,Bengali,5.9,2016.0,13+,2,10,2-3 hrs
Chakra Theertha,Kannada,7.8,1967.0,NR,2,28,2-3 hrs
Nil Nirjane,Bengali,5.0,2019.0,13+,1,46,1-2 hrs
Dhruvangal Pathinaru,Tamil,8.3,2016.0,13+,1,44,1-2 hrs
Satyameva Jayate,Hindi,5.7,2018.0,18+,2,19,2-3 hrs
Deewangee,Hindi,6.6,2002.0,13+,2,37,2-3 hrs
